condition nsolution basis generalization length runtime answer
0 23 SKHIE ba 20 12 'c'
0 23 SKHIE bb 20 12 'c'
0 23 SKHIE bc 20 12 'c'
0 23 SKHIE ca 20 12 'c'
0 23 SKHIE cb 20 12 'c'
0 23 SKHIE cc 20 12 'c'
0 24 SKHIE aa 20 12 'a'
0 24 SKHIE ab 20 12 'b'
0 24 SKHIE ac 20 12 'b'
0 24 SKHIE ba 20 12 'c'
0 24 SKHIE bb 20 12 'c'
0 24 SKHIE bc 20 12 'c'
0 24 SKHIE ca 20 12 'c'
0 24 SKHIE cb 20 12 'c'
0 24 SKHIE cc 20 12 'c'
0 25 SKHIE aa 20 12 'a'
0 25 SKHIE ab 20 12 'b'
0 25 SKHIE ac 20 12 'b'
0 25 SKHIE ba 20 12 'c'
0 25 SKHIE bb 20 12 'c'
0 25 SKHIE bc 20 12 'c'
0 25 SKHIE ca 20 12 'c'
0 25 SKHIE cb 20 12 'c'
0 25 SKHIE cc 20 12 'c'
0 26 SKHIE aa 20 12 'a'
0 26 SKHIE ab 20 12 'b'
0 26 SKHIE ac 20 12 'b'
0 26 SKHIE ba 20 12 'c'
0 26 SKHIE bb 20 12 'c'
0 26 SKHIE bc 20 12 'c'
0 26 SKHIE ca 20 12 'c'
0 26 SKHIE cb 20 12 'c'
0 26 SKHIE cc 20 12 'c'
0 27 SKHIE aa 20 12 'a'
0 27 SKHIE ab 20 12 'b'
0 27 SKHIE ac 20 12 'b'
0 27 SKHIE ba 20 12 'c'
0 27 SKHIE bb 20 12 'c'
0 27 SKHIE bc 20 12 'c'
0 27 SKHIE ca 20 12 'c'
0 27 SKHIE cb 20 12 'c'
0 27 SKHIE cc 20 12 'c'
0 28 SKHIE aa 20 12 'a'
0 28 SKHIE ab 20 12 'b'
0 28 SKHIE ac 20 12 'b'
0 28 SKHIE ba 20 12 'c'
0 28 SKHIE bb 20 12 'c'
0 28 SKHIE bc 20 12 'c'
0 28 SKHIE ca 20 12 'c'
0 28 SKHIE cb 20 12 'c'
0 28 SKHIE cc 20 12 'c'
0 29 SKHIE aa 20 12 'a'
0 29 SKHIE ab 20 12 'b'
0 29 SKHIE ac 20 12 'b'
0 29 SKHIE ba 20 12 'c'
0 29 SKHIE bb 20 12 'c'
0 29 SKHIE bc 20 12 'c'
0 29 SKHIE ca 20 12 'c'
0 29 SKHIE cb 20 12 'c'
0 29 SKHIE cc 20 12 'c'
0 30 SKHIE aa 20 12 'a'
0 30 SKHIE ab 20 12 'b'
0 30 SKHIE ac 20 12 'b'
0 30 SKHIE ba 20 12 'c'
0 30 SKHIE bb 20 12 'c'
0 30 SKHIE bc 20 12 'c'
0 30 SKHIE ca 20 12 'c'
0 30 SKHIE cb 20 12 'c'
0 30 SKHIE cc 20 12 'c'
0 31 SKHIE aa 20 12 'a'
0 31 SKHIE ab 20 12 'b'
0 31 SKHIE ac 20 12 'b'
0 31 SKHIE ba 20 12 'c'
0 31 SKHIE bb 20 12 'c'
0 31 SKHIE bc 20 12 'c'
0 31 SKHIE ca 20 12 'c'
0 31 SKHIE cb 20 12 'c'
0 31 SKHIE cc 20 12 'c'
0 32 SKHIE aa 20 12 'a'
0 32 SKHIE ab 20 12 'b'
0 32 SKHIE ac 20 12 'b'
0 32 SKHIE ba 20 12 'c'
0 32 SKHIE bb 20 12 'c'
0 32 SKHIE bc 20 12 'c'
0 32 SKHIE ca 20 12 'c'
0 32 SKHIE cb 20 12 'c'
0 32 SKHIE cc 20 12 'c'
0 33 SKHIE aa 20 12 'a'
0 33 SKHIE ab 20 12 'b'
0 33 SKHIE ac 20 12 'b'
0 33 SKHIE ba 20 12 'c'
0 33 SKHIE bb 20 12 'c'
0 33 SKHIE bc 20 12 'c'
0 33 SKHIE ca 20 12 'c'
0 33 SKHIE cb 20 12 'c'
0 33 SKHIE cc 20 12 'c'
0 34 SKHIE aa 20 12 'a'
0 34 SKHIE ab 20 12 'b'
0 34 SKHIE ac 20 12 'b'
0 34 SKHIE ba 20 12 'c'
0 34 SKHIE bb 20 12 'c'
0 34 SKHIE bc 20 12 'c'
0 34 SKHIE ca 20 12 'c'
0 34 SKHIE cb 20 12 'c'
0 34 SKHIE cc 20 12 'c'
0 35 SKHIE aa 20 12 'a'
0 35 SKHIE ab 20 12 'b'
0 35 SKHIE ac 20 12 'b'
0 35 SKHIE ba 20 12 'c'
0 35 SKHIE bb 20 12 'c'
0 35 SKHIE bc 20 12 'c'
0 35 SKHIE ca 20 12 'c'
0 35 SKHIE cb 20 12 'c'
0 35 SKHIE cc 20 12 'c'
0 36 SKHIE aa 20 12 'a'
0 36 SKHIE ab 20 12 'b'
0 36 SKHIE ac 20 12 'b'
0 36 SKHIE ba 20 12 'c'
0 36 SKHIE bb 20 12 'c'
0 36 SKHIE bc 20 12 'c'
0 36 SKHIE ca 20 12 'c'
0 36 SKHIE cb 20 12 'c'
0 36 SKHIE cc 20 12 'c'
0 37 SKHIE aa 20 12 'a'
0 37 SKHIE ab 20 12 'b'
0 37 SKHIE ac 20 12 'b'
0 37 SKHIE ba 20 12 'c'
0 37 SKHIE bb 20 12 'c'
0 37 SKHIE bc 20 12 'c'
0 37 SKHIE ca 20 12 'c'
0 37 SKHIE cb 20 12 'c'
0 37 SKHIE cc 20 12 'c'
0 38 SKHIE aa 20 12 'a'
0 38 SKHIE ab 20 12 'b'
0 38 SKHIE ac 20 12 'b'
0 38 SKHIE ba 20 12 'c'
0 38 SKHIE bb 20 12 'c'
0 38 SKHIE bc 20 12 'c'
0 38 SKHIE ca 20 12 'c'
0 38 SKHIE cb 20 12 'c'
0 38 SKHIE cc 20 12 'c'
0 39 SKHIE aa 20 12 'a'
0 39 SKHIE ab 20 12 'b'
0 39 SKHIE ac 20 12 'b'
0 39 SKHIE ba 20 12 'c'
0 39 SKHIE bb 20 12 'c'
0 39 SKHIE bc 20 12 'c'
0 39 SKHIE ca 20 12 'c'
0 39 SKHIE cb 20 12 'c'
0 39 SKHIE cc 20 12 'c'
0 40 SKHIE aa 20 12 'a'
0 40 SKHIE ab 20 12 'b'
0 40 SKHIE ac 20 12 'b'
0 40 SKHIE ba 20 12 'c'
0 40 SKHIE bb 20 12 'c'
0 40 SKHIE bc 20 12 'c'
0 40 SKHIE ca 20 12 'c'
0 40 SKHIE cb 20 12 'c'
0 40 SKHIE cc 20 12 'c'
0 41 SKHIE aa 20 12 'a'
0 41 SKHIE ab 20 12 'b'
0 41 SKHIE ac 20 12 'b'
0 41 SKHIE ba 20 12 'c'
0 41 SKHIE bb 20 12 'c'
0 41 SKHIE bc 20 12 'c'
0 41 SKHIE ca 20 12 'c'
0 41 SKHIE cb 20 12 'c'
0 41 SKHIE cc 20 12 'c'
0 42 SKHIE aa 20 12 'a'
0 42 SKHIE ab 20 12 'b'
0 42 SKHIE ac 20 12 'b'
0 42 SKHIE ba 20 12 'c'
0 42 SKHIE bb 20 12 'c'
0 42 SKHIE bc 20 12 'c'
0 42 SKHIE ca 20 12 'c'
0 42 SKHIE cb 20 12 'c'
0 42 SKHIE cc 20 12 'c'
0 43 SKHIE aa 20 12 'a'
0 43 SKHIE ab 20 12 'b'
0 43 SKHIE ac 20 12 'b'
0 43 SKHIE ba 20 12 'c'
0 43 SKHIE bb 20 12 'c'
0 43 SKHIE bc 20 12 'c'
0 43 SKHIE ca 20 12 'c'
0 43 SKHIE cb 20 12 'c'
0 43 SKHIE cc 20 12 'c'
0 44 SKHIE aa 20 12 'a'
0 44 SKHIE ab 20 12 'b'
0 44 SKHIE ac 20 12 'b'
0 44 SKHIE ba 20 12 'c'
0 44 SKHIE bb 20 12 'c'
0 44 SKHIE bc 20 12 'c'
0 44 SKHIE ca 20 12 'c'
0 44 SKHIE cb 20 12 'c'
0 44 SKHIE cc 20 12 'c'
0 45 SKHIE aa 20 12 'a'
0 45 SKHIE ab 20 12 'b'
0 45 SKHIE ac 20 12 'b'
0 45 SKHIE ba 20 12 'c'
0 45 SKHIE bb 20 12 'c'
0 45 SKHIE bc 20 12 'c'
0 45 SKHIE ca 20 12 'c'
0 45 SKHIE cb 20 12 'c'
0 45 SKHIE cc 20 12 'c'
0 46 SKHIE aa 20 12 'a'
0 46 SKHIE ab 20 12 'b'
0 46 SKHIE ac 20 12 'b'
0 46 SKHIE ba 20 12 'c'
0 46 SKHIE bb 20 12 'c'
0 46 SKHIE bc 20 12 'c'
0 46 SKHIE ca 20 12 'c'
0 46 SKHIE cb 20 12 'c'
0 46 SKHIE cc 20 12 'c'
0 47 SKHIE aa 20 12 'a'
0 47 SKHIE ab 20 12 'b'
0 47 SKHIE ac 20 12 'b'
0 47 SKHIE ba 20 12 'c'
0 47 SKHIE bb 20 12 'c'
0 47 SKHIE bc 20 12 'c'
0 47 SKHIE ca 20 12 'c'
0 47 SKHIE cb 20 12 'c'
0 47 SKHIE cc 20 12 'c'
0 48 SKHIE aa 20 12 'a'
0 48 SKHIE ab 20 12 'b'
0 48 SKHIE ac 20 12 'b'
0 48 SKHIE ba 20 12 'c'
0 48 SKHIE bb 20 12 'c'
0 48 SKHIE bc 20 12 'c'
0 48 SKHIE ca 20 12 'c'
0 48 SKHIE cb 20 12 'c'
0 48 SKHIE cc 20 12 'c'
0 49 SKHIE aa 20 12 'a'
0 49 SKHIE ab 20 12 'b'
0 49 SKHIE ac 20 12 'b'
0 49 SKHIE ba 20 12 'c'
0 49 SKHIE bb 20 12 'c'
0 49 SKHIE bc 20 12 'c'
0 49 SKHIE ca 20 12 'c'
0 49 SKHIE cb 20 12 'c'
0 49 SKHIE cc 20 12 'c'
0 50 SKHIE aa 20 12 'a'
0 50 SKHIE ab 20 12 'b'
0 50 SKHIE ac 20 12 'b'
0 50 SKHIE ba 20 12 'c'
0 50 SKHIE bb 20 12 'c'
0 50 SKHIE bc 20 12 'c'
0 50 SKHIE ca 20 12 'c'
0 50 SKHIE cb 20 12 'c'
0 50 SKHIE cc 20 12 'c'
0 51 SKHIE aa 20 12 'a'
0 51 SKHIE ab 20 12 'b'
0 51 SKHIE ac 20 12 'b'
0 51 SKHIE ba 20 12 'c'
0 51 SKHIE bb 20 12 'c'
0 51 SKHIE bc 20 12 'c'
0 51 SKHIE ca 20 12 'c'
0 51 SKHIE cb 20 12 'c'
0 51 SKHIE cc 20 12 'c'
0 52 SKHIE aa 20 12 'a'
0 52 SKHIE ab 20 12 'b'
0 52 SKHIE ac 20 12 'b'
0 52 SKHIE ba 20 12 'c'
0 52 SKHIE bb 20 12 'c'
0 52 SKHIE bc 20 12 'c'
0 52 SKHIE ca 20 12 'c'
0 52 SKHIE cb 20 12 'c'
0 52 SKHIE cc 20 12 'c'
0 53 SKHIE aa 20 12 'a'
0 53 SKHIE ab 20 12 'b'
0 53 SKHIE ac 20 12 'b'
0 53 SKHIE ba 20 12 'c'
0 53 SKHIE bb 20 12 'c'
0 53 SKHIE bc 20 12 'c'
0 53 SKHIE ca 20 12 'c'
0 53 SKHIE cb 20 12 'c'
0 53 SKHIE cc 20 12 'c'
0 54 SKHIE aa 20 12 'a'
0 54 SKHIE ab 20 12 'b'
0 54 SKHIE ac 20 12 'b'
0 54 SKHIE ba 20 12 'c'
0 54 SKHIE bb 20 12 'c'
0 54 SKHIE bc 20 12 'c'
0 54 SKHIE ca 20 12 'c'
0 54 SKHIE cb 20 12 'c'
0 54 SKHIE cc 20 12 'c'
0 55 SKHIE aa 20 12 'a'
0 55 SKHIE ab 20 12 'b'
0 55 SKHIE ac 20 12 'b'
0 55 SKHIE ba 20 12 'c'
0 55 SKHIE bb 20 12 'c'
0 55 SKHIE bc 20 12 'c'
0 55 SKHIE ca 20 12 'c'
0 55 SKHIE cb 20 12 'c'
0 55 SKHIE cc 20 12 'c'
0 56 SKHIE aa 20 12 'a'
0 56 SKHIE ab 20 12 'b'
0 56 SKHIE ac 20 12 'b'
0 56 SKHIE ba 20 12 'c'
0 56 SKHIE bb 20 12 'c'
0 56 SKHIE bc 20 12 'c'
0 56 SKHIE ca 20 12 'c'
0 56 SKHIE cb 20 12 'c'
0 56 SKHIE cc 20 12 'c'
0 57 SKHIE aa 20 12 'a'
0 57 SKHIE ab 20 12 'b'
0 57 SKHIE ac 20 12 'b'
0 57 SKHIE ba 20 12 'c'
0 57 SKHIE bb 20 12 'c'
0 57 SKHIE bc 20 12 'c'
0 57 SKHIE ca 20 12 'c'
0 57 SKHIE cb 20 12 'c'
0 57 SKHIE cc 20 12 'c'
0 58 SKHIE aa 20 12 'a'
0 58 SKHIE ab 20 12 'b'
0 58 SKHIE ac 20 12 'b'
0 58 SKHIE ba 20 12 'c'
0 58 SKHIE bb 20 12 'c'
0 58 SKHIE bc 20 12 'c'
0 58 SKHIE ca 20 12 'c'
0 58 SKHIE cb 20 12 'c'
0 58 SKHIE cc 20 12 'c'
0 59 SKHIE aa 20 12 'a'
0 59 SKHIE ab 20 12 'b'
0 59 SKHIE ac 20 12 'b'
0 59 SKHIE ba 20 12 'c'
0 59 SKHIE bb 20 12 'c'
0 59 SKHIE bc 20 12 'c'
0 59 SKHIE ca 20 12 'c'
0 59 SKHIE cb 20 12 'c'
0 59 SKHIE cc 20 12 'c'
0 60 SKHIE aa 20 12 'a'
0 60 SKHIE ab 20 12 'b'
0 60 SKHIE ac 20 12 'b'
0 60 SKHIE ba 20 12 'c'
0 60 SKHIE bb 20 12 'c'
0 60 SKHIE bc 20 12 'c'
0 60 SKHIE ca 20 12 'c'
0 60 SKHIE cb 20 12 'c'
0 60 SKHIE cc 20 12 'c'
0 61 SKHIE aa 20 12 'a'
0 61 SKHIE ab 20 12 'b'
0 61 SKHIE ac 20 12 'b'
0 61 SKHIE ba 20 12 'c'
0 61 SKHIE bb 20 12 'c'
0 61 SKHIE bc 20 12 'c'
0 61 SKHIE ca 20 12 'c'
0 61 SKHIE cb 20 12 'c'
0 61 SKHIE cc 20 12 'c'
0 62 SKHIE aa 20 12 'a'
0 62 SKHIE ab 20 12 'b'
0 62 SKHIE ac 20 12 'b'
0 62 SKHIE ba 20 12 'c'
0 62 SKHIE bb 20 12 'c'
0 62 SKHIE bc 20 12 'c'
0 62 SKHIE ca 20 12 'c'
0 62 SKHIE cb 20 12 'c'
0 62 SKHIE cc 20 12 'c'
0 63 SKHIE aa 20 12 'a'
0 63 SKHIE ab 20 12 'b'
0 63 SKHIE ac 20 12 'b'
0 63 SKHIE ba 20 12 'c'
0 63 SKHIE bb 20 12 'c'
0 63 SKHIE bc 20 12 'c'
0 63 SKHIE ca 20 12 'c'
0 63 SKHIE cb 20 12 'c'
0 63 SKHIE cc 20 12 'c'
0 64 SKHIE aa 20 12 'a'
0 64 SKHIE ab 20 12 'b'
0 64 SKHIE ac 20 12 'b'
0 64 SKHIE ba 20 12 'c'
0 64 SKHIE bb 20 12 'c'
0 64 SKHIE bc 20 12 'c'
0 64 SKHIE ca 20 12 'c'
0 64 SKHIE cb 20 12 'c'
0 64 SKHIE cc 20 12 'c'
0 65 SKHIE aa 20 12 'a'
0 65 SKHIE ab 20 12 'b'
0 65 SKHIE ac 20 12 'b'
0 65 SKHIE ba 20 12 'c'
0 65 SKHIE bb 20 12 'c'
0 65 SKHIE bc 20 12 'c'
0 65 SKHIE ca 20 12 'c'
0 65 SKHIE cb 20 12 'c'
0 65 SKHIE cc 20 12 'c'
0 66 SKHIE aa 20 12 'a'
0 66 SKHIE ab 20 12 'b'
0 66 SKHIE ac 20 12 'b'
0 66 SKHIE ba 20 12 'c'
0 66 SKHIE bb 20 12 'c'
0 66 SKHIE bc 20 12 'c'
0 66 SKHIE ca 20 12 'c'
0 66 SKHIE cb 20 12 'c'
0 66 SKHIE cc 20 12 'c'
0 67 SKHIE aa 20 12 'a'
0 67 SKHIE ab 20 12 'b'
0 67 SKHIE ac 20 12 'b'
0 67 SKHIE ba 20 12 'c'
0 67 SKHIE bb 20 12 'c'
0 67 SKHIE bc 20 12 'c'
0 67 SKHIE ca 20 12 'c'
0 67 SKHIE cb 20 12 'c'
0 67 SKHIE cc 20 12 'c'
0 68 SKHIE aa 20 12 'a'
0 68 SKHIE ab 20 12 'b'
0 68 SKHIE ac 20 12 'b'
0 68 SKHIE ba 20 12 'c'
0 68 SKHIE bb 20 12 'c'
0 68 SKHIE bc 20 12 'c'
0 68 SKHIE ca 20 12 'c'
0 68 SKHIE cb 20 12 'c'
0 68 SKHIE cc 20 12 'c'
0 69 SKHIE aa 20 12 'a'
0 69 SKHIE ab 20 12 'b'
0 69 SKHIE ac 20 12 'b'
0 69 SKHIE ba 20 12 'c'
0 69 SKHIE bb 20 12 'c'
0 69 SKHIE bc 20 12 'c'
0 69 SKHIE ca 20 12 'c'
0 69 SKHIE cb 20 12 'c'
0 69 SKHIE cc 20 12 'c'
0 70 SKHIE aa 20 12 'a'
0 70 SKHIE ab 20 12 'b'
0 70 SKHIE ac 20 12 'b'
0 70 SKHIE ba 20 12 'c'
0 70 SKHIE bb 20 12 'c'
0 70 SKHIE bc 20 12 'c'
0 70 SKHIE ca 20 12 'c'
0 70 SKHIE cb 20 12 'c'
0 70 SKHIE cc 20 12 'c'
0 71 SKHIE aa 20 12 'a'
0 71 SKHIE ab 20 12 'b'
0 71 SKHIE ac 20 12 'b'
0 71 SKHIE ba 20 12 'c'
0 71 SKHIE bb 20 12 'c'
0 71 SKHIE bc 20 12 'c'
0 71 SKHIE ca 20 12 'c'
0 71 SKHIE cb 20 12 'c'
0 71 SKHIE cc 20 12 'c'
0 72 SKHIE aa 20 12 'a'
0 72 SKHIE ab 20 12 'b'
0 72 SKHIE ac 20 12 'b'
0 72 SKHIE ba 20 12 'c'
0 72 SKHIE bb 20 12 'c'
0 72 SKHIE bc 20 12 'c'
0 72 SKHIE ca 20 12 'c'
0 72 SKHIE cb 20 12 'c'
0 72 SKHIE cc 20 12 'c'
0 73 SKHIE aa 20 12 'a'
0 73 SKHIE ab 20 12 'b'
0 73 SKHIE ac 20 12 'b'
0 73 SKHIE ba 20 12 'c'
0 73 SKHIE bb 20 12 'c'
0 73 SKHIE bc 20 12 'c'
0 73 SKHIE ca 20 12 'c'
0 73 SKHIE cb 20 12 'c'
0 73 SKHIE cc 20 12 'c'
0 74 SKHIE aa 20 12 'a'
0 74 SKHIE ab 20 12 'b'
0 74 SKHIE ac 20 12 'b'
0 74 SKHIE ba 20 12 'c'
0 74 SKHIE bb 20 12 'c'
0 74 SKHIE bc 20 12 'c'
0 74 SKHIE ca 20 12 'c'
0 74 SKHIE cb 20 12 'c'
0 74 SKHIE cc 20 12 'c'
0 75 SKHIE aa 20 12 'a'
0 75 SKHIE ab 20 12 'b'
0 75 SKHIE ac 20 12 'b'
0 75 SKHIE ba 20 12 'c'
0 75 SKHIE bb 20 12 'c'
0 75 SKHIE bc 20 12 'c'
0 75 SKHIE ca 20 12 'c'
0 75 SKHIE cb 20 12 'c'
0 75 SKHIE cc 20 12 'c'
0 76 SKHIE aa 20 12 'a'
0 76 SKHIE ab 20 12 'b'
0 76 SKHIE ac 20 12 'b'
0 76 SKHIE ba 20 12 'c'
0 76 SKHIE bb 20 12 'c'
0 76 SKHIE bc 20 12 'c'
0 76 SKHIE ca 20 12 'c'
0 76 SKHIE cb 20 12 'c'
0 76 SKHIE cc 20 12 'c'
0 77 SKHIE aa 20 12 'a'
0 77 SKHIE ab 20 12 'b'
