condition nsolution basis generalization length runtime answer
0 42 TSKHI ca 20 12 'c'
0 42 TSKHI cb 20 12 'c'
0 42 TSKHI cc 20 12 'c'
0 43 TSKHI aa 20 12 'a'
0 43 TSKHI ab 20 12 'b'
0 43 TSKHI ac 20 12 'b'
0 43 TSKHI ba 20 12 'c'
0 43 TSKHI bb 20 12 'c'
0 43 TSKHI bc 20 12 'c'
0 43 TSKHI ca 20 12 'c'
0 43 TSKHI cb 20 12 'c'
0 43 TSKHI cc 20 12 'c'
0 44 TSKHI aa 20 12 'a'
0 44 TSKHI ab 20 12 'b'
0 44 TSKHI ac 20 12 'b'
0 44 TSKHI ba 20 12 'c'
0 44 TSKHI bb 20 12 'c'
0 44 TSKHI bc 20 12 'c'
0 44 TSKHI ca 20 12 'c'
0 44 TSKHI cb 20 12 'c'
0 44 TSKHI cc 20 12 'c'
0 45 TSKHI aa 20 12 'a'
0 45 TSKHI ab 20 12 'b'
0 45 TSKHI ac 20 12 'b'
0 45 TSKHI ba 20 12 'c'
0 45 TSKHI bb 20 12 'c'
0 45 TSKHI bc 20 12 'c'
0 45 TSKHI ca 20 12 'c'
0 45 TSKHI cb 20 12 'c'
0 45 TSKHI cc 20 12 'c'
0 46 TSKHI aa 20 12 'a'
0 46 TSKHI ab 20 12 'b'
0 46 TSKHI ac 20 12 'b'
0 46 TSKHI ba 20 12 'c'
0 46 TSKHI bb 20 12 'c'
0 46 TSKHI bc 20 12 'c'
0 46 TSKHI ca 20 12 'c'
0 46 TSKHI cb 20 12 'c'
0 46 TSKHI cc 20 12 'c'
0 47 TSKHI aa 20 12 'a'
0 47 TSKHI ab 20 12 'b'
0 47 TSKHI ac 20 12 'b'
0 47 TSKHI ba 20 12 'c'
0 47 TSKHI bb 20 12 'c'
0 47 TSKHI bc 20 12 'c'
0 47 TSKHI ca 20 12 'c'
0 47 TSKHI cb 20 12 'c'
0 47 TSKHI cc 20 12 'c'
0 48 TSKHI aa 20 12 'a'
0 48 TSKHI ab 20 12 'b'
0 48 TSKHI ac 20 12 'b'
0 48 TSKHI ba 20 12 'c'
0 48 TSKHI bb 20 12 'c'
0 48 TSKHI bc 20 12 'c'
0 48 TSKHI ca 20 12 'c'
0 48 TSKHI cb 20 12 'c'
0 48 TSKHI cc 20 12 'c'
0 49 TSKHI aa 20 12 'a'
0 49 TSKHI ab 20 12 'b'
0 49 TSKHI ac 20 12 'b'
0 49 TSKHI ba 20 12 'c'
0 49 TSKHI bb 20 12 'c'
0 49 TSKHI bc 20 12 'c'
0 49 TSKHI ca 20 12 'c'
0 49 TSKHI cb 20 12 'c'
0 49 TSKHI cc 20 12 'c'
0 50 TSKHI aa 20 12 'a'
0 50 TSKHI ab 20 12 'b'
0 50 TSKHI ac 20 12 'b'
0 50 TSKHI ba 20 12 'c'
0 50 TSKHI bb 20 12 'c'
0 50 TSKHI bc 20 12 'c'
0 50 TSKHI ca 20 12 'c'
0 50 TSKHI cb 20 12 'c'
0 50 TSKHI cc 20 12 'c'
0 51 TSKHI aa 20 12 'a'
0 51 TSKHI ab 20 12 'b'
0 51 TSKHI ac 20 12 'b'
0 51 TSKHI ba 20 12 'c'
0 51 TSKHI bb 20 12 'c'
0 51 TSKHI bc 20 12 'c'
0 51 TSKHI ca 20 12 'c'
0 51 TSKHI cb 20 12 'c'
0 51 TSKHI cc 20 12 'c'
0 52 TSKHI aa 20 12 'a'
0 52 TSKHI ab 20 12 'b'
0 52 TSKHI ac 20 12 'b'
0 52 TSKHI ba 20 12 'c'
0 52 TSKHI bb 20 12 'c'
0 52 TSKHI bc 20 12 'c'
0 52 TSKHI ca 20 12 'c'
0 52 TSKHI cb 20 12 'c'
0 52 TSKHI cc 20 12 'c'
0 53 TSKHI aa 20 12 'a'
0 53 TSKHI ab 20 12 'b'
0 53 TSKHI ac 20 12 'b'
0 53 TSKHI ba 20 12 'c'
0 53 TSKHI bb 20 12 'c'
0 53 TSKHI bc 20 12 'c'
0 53 TSKHI ca 20 12 'c'
0 53 TSKHI cb 20 12 'c'
0 53 TSKHI cc 20 12 'c'
0 54 TSKHI aa 20 12 'a'
0 54 TSKHI ab 20 12 'b'
0 54 TSKHI ac 20 12 'b'
0 54 TSKHI ba 20 12 'c'
0 54 TSKHI bb 20 12 'c'
0 54 TSKHI bc 20 12 'c'
0 54 TSKHI ca 20 12 'c'
0 54 TSKHI cb 20 12 'c'
0 54 TSKHI cc 20 12 'c'
0 55 TSKHI aa 20 12 'a'
0 55 TSKHI ab 20 12 'b'
0 55 TSKHI ac 20 12 'b'
0 55 TSKHI ba 20 12 'c'
0 55 TSKHI bb 20 12 'c'
0 55 TSKHI bc 20 12 'c'
0 55 TSKHI ca 20 12 'c'
0 55 TSKHI cb 20 12 'c'
0 55 TSKHI cc 20 12 'c'
0 56 TSKHI aa 20 12 'a'
0 56 TSKHI ab 20 12 'b'
0 56 TSKHI ac 20 12 'b'
0 56 TSKHI ba 20 12 'c'
0 56 TSKHI bb 20 12 'c'
0 56 TSKHI bc 20 12 'c'
0 56 TSKHI ca 20 12 'c'
0 56 TSKHI cb 20 12 'c'
0 56 TSKHI cc 20 12 'c'
0 57 TSKHI aa 20 12 'a'
0 57 TSKHI ab 20 12 'b'
0 57 TSKHI ac 20 12 'b'
0 57 TSKHI ba 20 12 'c'
0 57 TSKHI bb 20 12 'c'
0 57 TSKHI bc 20 12 'c'
0 57 TSKHI ca 20 12 'c'
0 57 TSKHI cb 20 12 'c'
0 57 TSKHI cc 20 12 'c'
0 58 TSKHI aa 20 12 'a'
0 58 TSKHI ab 20 12 'b'
0 58 TSKHI ac 20 12 'b'
0 58 TSKHI ba 20 12 'c'
0 58 TSKHI bb 20 12 'c'
0 58 TSKHI bc 20 12 'c'
0 58 TSKHI ca 20 12 'c'
0 58 TSKHI cb 20 12 'c'
0 58 TSKHI cc 20 12 'c'
0 59 TSKHI aa 20 12 'a'
0 59 TSKHI ab 20 12 'b'
0 59 TSKHI ac 20 12 'b'
0 59 TSKHI ba 20 12 'c'
0 59 TSKHI bb 20 12 'c'
0 59 TSKHI bc 20 12 'c'
0 59 TSKHI ca 20 12 'c'
0 59 TSKHI cb 20 12 'c'
0 59 TSKHI cc 20 12 'c'
0 60 TSKHI aa 20 12 'a'
0 60 TSKHI ab 20 12 'b'
0 60 TSKHI ac 20 12 'b'
0 60 TSKHI ba 20 12 'c'
0 60 TSKHI bb 20 12 'c'
0 60 TSKHI bc 20 12 'c'
0 60 TSKHI ca 20 12 'c'
0 60 TSKHI cb 20 12 'c'
0 60 TSKHI cc 20 12 'c'
0 61 TSKHI aa 20 12 'a'
0 61 TSKHI ab 20 12 'b'
0 61 TSKHI ac 20 12 'b'
0 61 TSKHI ba 20 12 'c'
0 61 TSKHI bb 20 12 'c'
0 61 TSKHI bc 20 12 'c'
0 61 TSKHI ca 20 12 'c'
0 61 TSKHI cb 20 12 'c'
0 61 TSKHI cc 20 12 'c'
0 62 TSKHI aa 20 12 'a'
0 62 TSKHI ab 20 12 'b'
0 62 TSKHI ac 20 12 'b'
0 62 TSKHI ba 20 12 'c'
0 62 TSKHI bb 20 12 'c'
0 62 TSKHI bc 20 12 'c'
0 62 TSKHI ca 20 12 'c'
0 62 TSKHI cb 20 12 'c'
0 62 TSKHI cc 20 12 'c'
0 63 TSKHI aa 20 12 'a'
0 63 TSKHI ab 20 12 'b'
0 63 TSKHI ac 20 12 'b'
0 63 TSKHI ba 20 12 'c'
0 63 TSKHI bb 20 12 'c'
0 63 TSKHI bc 20 12 'c'
0 63 TSKHI ca 20 12 'c'
0 63 TSKHI cb 20 12 'c'
0 63 TSKHI cc 20 12 'c'
0 64 TSKHI aa 20 12 'a'
0 64 TSKHI ab 20 12 'b'
0 64 TSKHI ac 20 12 'b'
0 64 TSKHI ba 20 12 'c'
0 64 TSKHI bb 20 12 'c'
0 64 TSKHI bc 20 12 'c'
0 64 TSKHI ca 20 12 'c'
0 64 TSKHI cb 20 12 'c'
0 64 TSKHI cc 20 12 'c'
0 65 TSKHI aa 20 12 'a'
0 65 TSKHI ab 20 12 'b'
0 65 TSKHI ac 20 12 'b'
0 65 TSKHI ba 20 12 'c'
0 65 TSKHI bb 20 12 'c'
0 65 TSKHI bc 20 12 'c'
0 65 TSKHI ca 20 12 'c'
0 65 TSKHI cb 20 12 'c'
0 65 TSKHI cc 20 12 'c'
0 66 TSKHI aa 20 12 'a'
0 66 TSKHI ab 20 12 'b'
0 66 TSKHI ac 20 12 'b'
0 66 TSKHI ba 20 12 'c'
0 66 TSKHI bb 20 12 'c'
0 66 TSKHI bc 20 12 'c'
0 66 TSKHI ca 20 12 'c'
0 66 TSKHI cb 20 12 'c'
0 66 TSKHI cc 20 12 'c'
0 67 TSKHI aa 20 12 'a'
0 67 TSKHI ab 20 12 'b'
0 67 TSKHI ac 20 12 'b'
0 67 TSKHI ba 20 12 'c'
0 67 TSKHI bb 20 12 'c'
0 67 TSKHI bc 20 12 'c'
0 67 TSKHI ca 20 12 'c'
0 67 TSKHI cb 20 12 'c'
0 67 TSKHI cc 20 12 'c'
0 68 TSKHI aa 20 12 'a'
0 68 TSKHI ab 20 12 'b'
0 68 TSKHI ac 20 12 'b'
0 68 TSKHI ba 20 12 'c'
0 68 TSKHI bb 20 12 'c'
0 68 TSKHI bc 20 12 'c'
0 68 TSKHI ca 20 12 'c'
0 68 TSKHI cb 20 12 'c'
0 68 TSKHI cc 20 12 'c'
0 69 TSKHI aa 20 12 'a'
0 69 TSKHI ab 20 12 'b'
0 69 TSKHI ac 20 12 'b'
0 69 TSKHI ba 20 12 'c'
0 69 TSKHI bb 20 12 'c'
0 69 TSKHI bc 20 12 'c'
0 69 TSKHI ca 20 12 'c'
0 69 TSKHI cb 20 12 'c'
0 69 TSKHI cc 20 12 'c'
0 70 TSKHI aa 20 12 'a'
0 70 TSKHI ab 20 12 'b'
0 70 TSKHI ac 20 12 'b'
0 70 TSKHI ba 20 12 'c'
0 70 TSKHI bb 20 12 'c'
0 70 TSKHI bc 20 12 'c'
0 70 TSKHI ca 20 12 'c'
0 70 TSKHI cb 20 12 'c'
0 70 TSKHI cc 20 12 'c'
0 71 TSKHI aa 20 12 'a'
0 71 TSKHI ab 20 12 'b'
0 71 TSKHI ac 20 12 'b'
0 71 TSKHI ba 20 12 'c'
0 71 TSKHI bb 20 12 'c'
0 71 TSKHI bc 20 12 'c'
0 71 TSKHI ca 20 12 'c'
0 71 TSKHI cb 20 12 'c'
0 71 TSKHI cc 20 12 'c'
0 72 TSKHI aa 20 12 'a'
0 72 TSKHI ab 20 12 'b'
0 72 TSKHI ac 20 12 'b'
0 72 TSKHI ba 20 12 'c'
0 72 TSKHI bb 20 12 'c'
0 72 TSKHI bc 20 12 'c'
0 72 TSKHI ca 20 12 'c'
0 72 TSKHI cb 20 12 'c'
0 72 TSKHI cc 20 12 'c'
0 73 TSKHI aa 20 12 'a'
0 73 TSKHI ab 20 12 'b'
0 73 TSKHI ac 20 12 'b'
0 73 TSKHI ba 20 12 'c'
0 73 TSKHI bb 20 12 'c'
0 73 TSKHI bc 20 12 'c'
0 73 TSKHI ca 20 12 'c'
0 73 TSKHI cb 20 12 'c'
0 73 TSKHI cc 20 12 'c'
0 74 TSKHI aa 20 12 'a'
0 74 TSKHI ab 20 12 'b'
0 74 TSKHI ac 20 12 'b'
0 74 TSKHI ba 20 12 'c'
0 74 TSKHI bb 20 12 'c'
0 74 TSKHI bc 20 12 'c'
0 74 TSKHI ca 20 12 'c'
0 74 TSKHI cb 20 12 'c'
0 74 TSKHI cc 20 12 'c'
0 75 TSKHI aa 20 12 'a'
0 75 TSKHI ab 20 12 'b'
0 75 TSKHI ac 20 12 'b'
0 75 TSKHI ba 20 12 'c'
0 75 TSKHI bb 20 12 'c'
0 75 TSKHI bc 20 12 'c'
0 75 TSKHI ca 20 12 'c'
0 75 TSKHI cb 20 12 'c'
0 75 TSKHI cc 20 12 'c'
0 76 TSKHI aa 20 12 'a'
0 76 TSKHI ab 20 12 'b'
0 76 TSKHI ac 20 12 'b'
0 76 TSKHI ba 20 12 'c'
0 76 TSKHI bb 20 12 'c'
0 76 TSKHI bc 20 12 'c'
0 76 TSKHI ca 20 12 'c'
0 76 TSKHI cb 20 12 'c'
0 76 TSKHI cc 20 12 'c'
0 77 TSKHI aa 20 12 'a'
0 77 TSKHI ab 20 12 'b'
