"","WorkerID","Trial","TimeStamp","Condition","Argument1","Argument2","Correct","ConditionID","Testarg1","Testarg2","Question","Response","ResponseImage","RT"
"2727",110,10,1477924812041,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o5.png"," static/images/o1.png"," c b"," b"," static/images/o1.png",2292
"2728",110,11,1477924817924,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o4.png"," static/images/o5.png"," d c"," a"," static/images/o3.png",5028
"2729",110,12,1477924821964,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o3.png"," static/images/o3.png"," a a"," b"," static/images/o1.png",2735
"2730",110,13,1477924826308,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o1.png"," static/images/o5.png"," b c"," b"," static/images/o1.png",2667
"2731",110,14,1477924832050,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o5.png"," static/images/o5.png"," c c"," b"," static/images/o1.png",2797
"2732",110,15,1477924835872,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o4.png"," static/images/o1.png"," d b"," a"," static/images/o3.png",3177
"2733",110,16,1477924844249,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o4.png"," static/images/o3.png"," d a"," d"," static/images/o4.png",7677
"2734",110,17,1477924849538,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o1.png"," static/images/o1.png"," b b"," b"," static/images/o1.png",4190
"2735",110,18,1477924854105,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o5.png"," static/images/o4.png"," c d"," d"," static/images/o4.png",4140
"2736",110,19,1477924860514,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o3.png"," static/images/o1.png"," a b"," a"," static/images/o3.png",5806
"2737",110,20,1477924864664,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o1.png"," static/images/o4.png"," b d"," c"," static/images/o5.png",3464
"2738",110,21,1477924869461,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o5.png"," static/images/o3.png"," c a"," d"," static/images/o4.png",4237
"2739",110,22,1477924873429,"5"," static/images/o3.png"," static/images/o3.png"," static/images/o1.png"," Constant"," static/images/o3.png"," static/images/o4.png"," a d"," b"," static/images/o1.png",3109
"2747",116,8,1477924881964,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o4.png"," static/images/o2.png"," c b"," d"," static/images/o5.png",15222
"2748",116,9,1477924889911,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o4.png"," static/images/o6.png"," c a"," d"," static/images/o5.png",5959
"2749",116,10,1477924903483,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o5.png"," static/images/o6.png"," d a"," a"," static/images/o6.png",12495
"2750",116,11,1477924907255,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o5.png"," static/images/o2.png"," d b"," a"," static/images/o6.png",2691
"2751",116,12,1477924911004,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o6.png"," static/images/o2.png"," a b"," d"," static/images/o5.png",2888
"2752",116,13,1477924915883,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o5.png"," static/images/o4.png"," d c"," b"," static/images/o2.png",4127
"2753",116,14,1477924924019,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o4.png"," static/images/o5.png"," c d"," b"," static/images/o2.png",5640
"2754",116,15,1477924927668,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o6.png"," static/images/o6.png"," a a"," b"," static/images/o2.png",2424
"2755",116,16,1477924931939,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o6.png"," static/images/o4.png"," a c"," d"," static/images/o5.png",2519
"2756",116,17,1477924935979,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o4.png"," static/images/o4.png"," c c"," a"," static/images/o6.png",3344
"2757",116,18,1477924939179,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o2.png"," static/images/o2.png"," b b"," c"," static/images/o4.png",2196
"2758",116,19,1477924943620,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o2.png"," static/images/o6.png"," b a"," d"," static/images/o5.png",3888
"2759",116,20,1477924946867,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o2.png"," static/images/o4.png"," b c"," d"," static/images/o5.png",2671
"2760",116,21,1477924950860,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o6.png"," static/images/o5.png"," a d"," c"," static/images/o4.png",2791
"2761",116,22,1477924954436,"6"," static/images/o6.png"," static/images/o6.png"," static/images/o2.png"," Symmetry"," static/images/o2.png"," static/images/o5.png"," b d"," a"," static/images/o6.png",3143
"2769",186,8,1477924874253,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o4.png"," static/images/o2.png"," d a"," a"," static/images/o2.png",9318
"2770",186,9,1477924885061,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o2.png"," static/images/o3.png"," a b"," b"," static/images/o3.png",9208
"2771",186,10,1477924892966,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o2.png"," static/images/o4.png"," a d"," d"," static/images/o4.png",6050
"2772",186,11,1477924906013,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o6.png"," static/images/o3.png"," c b"," b"," static/images/o3.png",11888
"2773",186,12,1477924910902,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o2.png"," static/images/o6.png"," a c"," c"," static/images/o6.png",3718
"2774",186,13,1477924916494,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o3.png"," static/images/o3.png"," b b"," b"," static/images/o3.png",4640
"2775",186,14,1477924919317,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o4.png"," static/images/o6.png"," d c"," c"," static/images/o6.png",2224
"2776",186,15,1477924922774,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o2.png"," static/images/o2.png"," a a"," a"," static/images/o2.png",2680
"2777",186,16,1477924926487,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o6.png"," static/images/o6.png"," c c"," c"," static/images/o6.png",2914
"2778",186,17,1477924931222,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o6.png"," static/images/o2.png"," c a"," c"," static/images/o6.png",4022
"2779",186,18,1477924933854,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o3.png"," static/images/o2.png"," b a"," a"," static/images/o2.png",1945
"2780",186,19,1477924936526,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o4.png"," static/images/o3.png"," d b"," b"," static/images/o3.png",2031
"2781",186,20,1477924940422,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o6.png"," static/images/o4.png"," c d"," c"," static/images/o6.png",3303
"2782",186,21,1477924944038,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o3.png"," static/images/o6.png"," b c"," c"," static/images/o6.png",2976
"2783",186,22,1477924947829,"4"," static/images/o2.png"," static/images/o3.png"," static/images/o3.png"," ReturnSame"," static/images/o3.png"," static/images/o4.png"," b d"," d"," static/images/o4.png",3231
"2791",313,8,1477924829684,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o6.png"," static/images/o5.png"," b c"," b"," static/images/o6.png",7386
"2792",313,9,1477924844887,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o6.png"," static/images/o3.png"," b a"," a"," static/images/o3.png",10962
"2793",313,10,1477924854216,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o6.png"," static/images/o6.png"," b b"," c"," static/images/o5.png",3776
"2794",313,11,1477924858720,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o4.png"," static/images/o3.png"," d a"," b"," static/images/o6.png",3651
"2795",313,12,1477924869102,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o6.png"," static/images/o4.png"," b d"," c"," static/images/o5.png",9737
"2796",313,13,1477924873800,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o3.png"," static/images/o5.png"," a c"," a"," static/images/o3.png",3833
"2797",313,14,1477924878648,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o5.png"," static/images/o6.png"," c b"," d"," static/images/o4.png",3413
"2798",313,15,1477924885206,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o4.png"," static/images/o5.png"," d c"," c"," static/images/o5.png",5554
"2799",313,16,1477924891714,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o4.png"," static/images/o6.png"," d b"," b"," static/images/o6.png",5893
"2800",313,17,1477924897334,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o5.png"," static/images/o3.png"," c a"," d"," static/images/o4.png",4959
"2801",313,18,1477924900523,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o3.png"," static/images/o6.png"," a b"," c"," static/images/o5.png",1956
"2802",313,19,1477924903598,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o3.png"," static/images/o3.png"," a a"," b"," static/images/o6.png",2386
"2803",313,20,1477924910921,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o5.png"," static/images/o5.png"," c c"," d"," static/images/o4.png",6148
"2804",313,21,1477924913963,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o5.png"," static/images/o4.png"," c d"," d"," static/images/o4.png",2317
"2805",313,22,1477924918994,"1"," static/images/o3.png"," static/images/o3.png"," static/images/o6.png"," ApplytoSelfNew"," static/images/o3.png"," static/images/o4.png"," a d"," c"," static/images/o5.png",4300
"2813",10,8,1477924898492,"3"," static/images/o4.png"," static/images/o4.png"," static/images/o4.png"," ApplytoSelfSame"," static/images/o2.png"," static/images/o4.png"," c a"," b"," static/images/o3.png",12543
"2814",10,9,1477924913941,"3"," static/images/o4.png"," static/images/o4.png"," static/images/o4.png"," ApplytoSelfSame"," static/images/o2.png"," static/images/o3.png"," c b"," c"," static/images/o2.png",7977
"2815",10,10,1477924921923,"3"," static/images/o4.png"," static/images/o4.png"," static/images/o4.png"," ApplytoSelfSame"," static/images/o3.png"," static/images/o4.png"," b a"," b"," static/images/o3.png",6703
"2816",10,11,1477924927526,"3"," static/images/o4.png"," static/images/o4.png"," static/images/o4.png"," ApplytoSelfSame"," static/images/o2.png"," static/images/o2.png"," c c"," c"," static/images/o2.png",4944
"2817",10,12,1477924932459,"3"," static/images/o4.png"," static/images/o4.png"," static/images/o4.png"," ApplytoSelfSame"," static/images/o4.png"," static/images/o3.png"," a b"," a"," static/images/o4.png",4094
"2818",10,13,1477924936900,"3"," static/images/o4.png"," static/images/o4.png"," static/images/o4.png"," ApplytoSelfSame"," static/images/o3.png"," static/images/o2.png"," b c"," b"," static/images/o3.png",3543
"2819",10,14,1477924940019,"3"," static/images/o4.png"," static/images/o4.png"," static/images/o4.png"," ApplytoSelfSame"," static/images/o4.png"," static/images/o4.png"," a a"," a"," static/images/o4.png",2461
"2820",10,15,1477924943525,"3"," static/images/o4.png"," static/images/o4.png"," static/images/o4.png"," ApplytoSelfSame"," static/images/o3.png"," static/images/o3.png"," b b"," b"," static/images/o3.png",2457
"2821",10,16,1477924946387,"3"," static/images/o4.png"," static/images/o4.png"," static/images/o4.png"," ApplytoSelfSame"," static/images/o4.png"," static/images/o2.png"," a c"," a"," static/images/o4.png",2288
"2829",187,8,1477924934286,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o3.png"," static/images/o4.png"," c d"," a"," static/images/o5.png",6575
"2830",187,9,1477924947438,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o4.png"," static/images/o2.png"," d b"," a"," static/images/o5.png",12456
"2831",187,10,1477924953470,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o3.png"," static/images/o3.png"," c c"," a"," static/images/o5.png",4360
"2832",187,11,1477924958551,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o5.png"," static/images/o5.png"," a a"," a"," static/images/o5.png",4432
"2833",187,12,1477924964350,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o3.png"," static/images/o5.png"," c a"," c"," static/images/o3.png",5192
"2834",187,13,1477924971990,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o5.png"," static/images/o4.png"," a d"," b"," static/images/o2.png",7024
"2835",187,14,1477924979527,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o4.png"," static/images/o3.png"," d c"," b"," static/images/o2.png",6953
"2836",187,15,1477924984471,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o5.png"," static/images/o3.png"," a c"," b"," static/images/o2.png",4392
"2837",187,16,1477924987495,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o2.png"," static/images/o2.png"," b b"," b"," static/images/o2.png",2384
"2838",187,17,1477924991815,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o4.png"," static/images/o5.png"," d a"," c"," static/images/o3.png",3799
"2839",187,18,1477924995159,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o2.png"," static/images/o3.png"," b c"," d"," static/images/o4.png",2648
"2840",187,19,1477924999735,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o2.png"," static/images/o5.png"," b a"," d"," static/images/o4.png",3408
"2841",187,20,1477925003047,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o5.png"," static/images/o2.png"," a b"," c"," static/images/o3.png",2256
"2842",187,21,1477925006487,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o3.png"," static/images/o2.png"," c b"," d"," static/images/o4.png",2376
"2843",187,22,1477925010207,"2"," static/images/o5.png"," static/images/o2.png"," static/images/o5.png"," ReturnApply"," static/images/o2.png"," static/images/o4.png"," b d"," a"," static/images/o5.png",2984
"2851",219,8,1477924972234,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o4.png"," static/images/o5.png"," c b"," d"," static/images/o6.png",8127
"2852",219,9,1477924976025,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o3.png"," static/images/o3.png"," a a"," b"," static/images/o5.png",3152
"2853",219,10,1477924984289,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o4.png"," static/images/o3.png"," c a"," b"," static/images/o5.png",6216
"2854",219,11,1477924992993,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o3.png"," static/images/o6.png"," a d"," b"," static/images/o5.png",5079
"2855",219,12,1477924995601,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o6.png"," static/images/o5.png"," d b"," a"," static/images/o3.png",2119
"2856",219,13,1477925001369,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o5.png"," static/images/o3.png"," b a"," d"," static/images/o6.png",5093
"2857",219,14,1477925004321,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o6.png"," static/images/o4.png"," d c"," a"," static/images/o3.png",2368
"2858",219,15,1477925007089,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o4.png"," static/images/o6.png"," c d"," a"," static/images/o3.png",2286
"2859",219,16,1477925010964,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o5.png"," static/images/o5.png"," b b"," c"," static/images/o4.png",3265
"2860",219,17,1477925014019,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o5.png"," static/images/o6.png"," b d"," a"," static/images/o3.png",2512
"2861",219,18,1477925018153,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o5.png"," static/images/o4.png"," b c"," a"," static/images/o3.png",3622
"2862",219,19,1477925022690,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o4.png"," static/images/o4.png"," c c"," b"," static/images/o5.png",3937
"2863",219,20,1477925025353,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o3.png"," static/images/o4.png"," a c"," d"," static/images/o6.png",2062
"2864",219,21,1477925030489,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o6.png"," static/images/o3.png"," d a"," c"," static/images/o4.png",4576
"2865",219,22,1477925035746,"6"," static/images/o3.png"," static/images/o3.png"," static/images/o5.png"," Symmetry"," static/images/o3.png"," static/images/o5.png"," a b"," d"," static/images/o6.png",4713
"2873",252,8,1477925110258,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o2.png"," static/images/o2.png"," c c"," d"," static/images/o3.png",21037
"2874",252,9,1477925126056,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o2.png"," static/images/o6.png"," c a"," b"," static/images/o4.png",13800
"2875",252,10,1477925139490,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o6.png"," static/images/o4.png"," a b"," c"," static/images/o2.png",11658
"2876",252,11,1477925146492,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o6.png"," static/images/o2.png"," a c"," b"," static/images/o4.png",5689
"2877",252,12,1477925160941,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o6.png"," static/images/o3.png"," a d"," c"," static/images/o2.png",13327
"2878",252,13,1477925167264,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o6.png"," static/images/o6.png"," a a"," b"," static/images/o4.png",5180
"2879",252,14,1477925176358,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o3.png"," static/images/o2.png"," d c"," a"," static/images/o6.png",7829
"2880",252,15,1477925190308,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o4.png"," static/images/o4.png"," b b"," c"," static/images/o2.png",12210
"2881",252,16,1477925199016,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o4.png"," static/images/o3.png"," b d"," c"," static/images/o2.png",7381
"2882",252,17,1477925210628,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o2.png"," static/images/o3.png"," c d"," a"," static/images/o6.png",9628
"2883",252,18,1477925219624,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o2.png"," static/images/o4.png"," c b"," a"," static/images/o6.png",7998
"2884",252,19,1477925228022,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o4.png"," static/images/o2.png"," b c"," a"," static/images/o6.png",7437
"2885",252,20,1477925235422,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o4.png"," static/images/o6.png"," b a"," c"," static/images/o2.png",6052
"2886",252,21,1477925242532,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o3.png"," static/images/o4.png"," d b"," a"," static/images/o6.png",5722
"2887",252,22,1477925252088,"5"," static/images/o6.png"," static/images/o6.png"," static/images/o4.png"," Constant"," static/images/o3.png"," static/images/o6.png"," d a"," c"," static/images/o2.png",8487
"2895",52,8,1477925044141,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o4.png"," static/images/o5.png"," c a"," d"," static/images/o2.png",16246
"2896",52,9,1477925052667,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o5.png"," static/images/o4.png"," a c"," c"," static/images/o4.png",7634
"2897",52,10,1477925060937,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o4.png"," static/images/o2.png"," c d"," d"," static/images/o2.png",7311
"2898",52,11,1477925067599,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o3.png"," static/images/o3.png"," b b"," c"," static/images/o4.png",4088
"2899",52,12,1477925071279,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o2.png"," static/images/o4.png"," d c"," a"," static/images/o5.png",3184
"2900",52,13,1477925075352,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o4.png"," static/images/o3.png"," c b"," a"," static/images/o5.png",3579
"2901",52,14,1477925079425,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o3.png"," static/images/o2.png"," b d"," a"," static/images/o5.png",3634
"2902",52,15,1477925083803,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o3.png"," static/images/o4.png"," b c"," d"," static/images/o2.png",3870
"2903",52,16,1477925086611,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o5.png"," static/images/o2.png"," a d"," b"," static/images/o3.png",2290
"2904",52,17,1477925093719,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o5.png"," static/images/o3.png"," a b"," c"," static/images/o4.png",3569
"2905",52,18,1477925098788,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o4.png"," static/images/o4.png"," c c"," a"," static/images/o5.png",4573
"2906",52,19,1477925102280,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o2.png"," static/images/o5.png"," d a"," b"," static/images/o3.png",2967
"2907",52,20,1477925106862,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o3.png"," static/images/o5.png"," b a"," d"," static/images/o2.png",4009
"2908",52,21,1477925110670,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o2.png"," static/images/o3.png"," d b"," c"," static/images/o4.png",3184
"2909",52,22,1477925113374,"1"," static/images/o5.png"," static/images/o5.png"," static/images/o3.png"," ApplytoSelfNew"," static/images/o5.png"," static/images/o5.png"," a a"," b"," static/images/o3.png",2117
"2923",303,8,1477925153927,"0"," static/images/o5.png"," static/images/o3.png"," static/images/o4.png"," Successor"," static/images/o5.png"," static/images/o4.png"," a c"," d"," static/images/o1.png",5428
"2924",303,9,1477925159520,"0"," static/images/o5.png"," static/images/o3.png"," static/images/o4.png"," Successor"," static/images/o3.png"," static/images/o5.png"," b a"," c"," static/images/o4.png",3976
